Name_to_Use	DownloadLink	DownloadCommand	ProteinFilename
Pelusios_casteneus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694393/UP000694393_367368.fasta.gz	echo 'Downloading proteome for Pelusios_casteneus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694393/UP000694393_367368.fasta.gz' > Pelusios_casteneus_UniProtRefProteome.fasta.gz && gunzip Pelusios_casteneus_UniProtRefProteome.fasta.gz && echo Done!	Pelusios_casteneus_UniProtRefProteome.fasta
Callorhinchus_milii	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000314986/UP000314986_7868.fasta.gz	echo 'Downloading proteome for Callorhinchus_milii.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000314986/UP000314986_7868.fasta.gz' > Callorhinchus_milii_UniProtRefProteome.fasta.gz && gunzip Callorhinchus_milii_UniProtRefProteome.fasta.gz && echo Done!	Callorhinchus_milii_UniProtRefProteome.fasta
Vicugna_pacos	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504605/UP000504605_30538.fasta.gz	echo 'Downloading proteome for Vicugna_pacos.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504605/UP000504605_30538.fasta.gz' > Vicugna_pacos_UniProtRefProteome.fasta.gz && gunzip Vicugna_pacos_UniProtRefProteome.fasta.gz && echo Done!	Vicugna_pacos_UniProtRefProteome.fasta
Fonticula_alba	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030693/UP000030693_691883.fasta.gz	echo 'Downloading proteome for Fonticula_alba.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030693/UP000030693_691883.fasta.gz' > Fonticula_alba_UniProtRefProteome.fasta.gz && gunzip Fonticula_alba_UniProtRefProteome.fasta.gz && echo Done!	Fonticula_alba_UniProtRefProteome.fasta
Trichomonas_vaginalis	"""https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001542/UP000001542_412133.fasta,gz"""	echo 'Downloading proteome for Trichomonas_vaginalis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001542/UP000001542_412133.fasta.gz' > Trichomonas_vaginalis_UniProtRefProteome.fasta.gz && gunzip Trichomonas_vaginalis_UniProtRefProteome.fasta.gz && echo Done!	Trichomonas_vaginalis_UniProtRefProteome.fasta
Tritrichomonas_foetus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000179807/UP000179807_1144522.fasta.gz	echo 'Downloading proteome for Tritrichomonas_foetus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000179807/UP000179807_1144522.fasta.gz' > Tritrichomonas_foetus_UniProtRefProteome.fasta.gz && gunzip Tritrichomonas_foetus_UniProtRefProteome.fasta.gz && echo Done!	Tritrichomonas_foetus_UniProtRefProteome.fasta
Plasmodiophora_brassicae	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000039324/UP000039324_37360.fasta.gz	echo 'Downloading proteome for Plasmodiophora_brassicae.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000039324/UP000039324_37360.fasta.gz' > Plasmodiophora_brassicae_UniProtRefProteome.fasta.gz && gunzip Plasmodiophora_brassicae_UniProtRefProteome.fasta.gz && echo Done!	Plasmodiophora_brassicae_UniProtRefProteome.fasta
Reticulomyxa_filosa	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000023152/UP000023152_46433.fasta.gz	echo 'Downloading proteome for Reticulomyxa_filosa.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000023152/UP000023152_46433.fasta.gz' > Reticulomyxa_filosa_UniProtRefProteome.fasta.gz && gunzip Reticulomyxa_filosa_UniProtRefProteome.fasta.gz && echo Done!	Reticulomyxa_filosa_UniProtRefProteome.fasta
Cyanidioschyzon_merolae	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007014/UP000007014_280699.fasta.gz	echo 'Downloading proteome for Cyanidioschyzon_merolae.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007014/UP000007014_280699.fasta.gz' > Cyanidioschyzon_merolae_UniProtRefProteome.fasta.gz && gunzip Cyanidioschyzon_merolae_UniProtRefProteome.fasta.gz && echo Done!	Cyanidioschyzon_merolae_UniProtRefProteome.fasta
Galdieria_sulphuraria	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030680/UP000030680_130081.fasta.gz	echo 'Downloading proteome for Galdieria_sulphuraria.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030680/UP000030680_130081.fasta.gz' > Galdieria_sulphuraria_UniProtRefProteome.fasta.gz && gunzip Galdieria_sulphuraria_UniProtRefProteome.fasta.gz && echo Done!	Galdieria_sulphuraria_UniProtRefProteome.fasta
Porphyra_umbilicalis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000218209/UP000218209_2786.fasta.gz	echo 'Downloading proteome for Porphyra_umbilicalis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000218209/UP000218209_2786.fasta.gz' > Porphyra_umbilicalis_UniProtRefProteome.fasta.gz && gunzip Porphyra_umbilicalis_UniProtRefProteome.fasta.gz && echo Done!	Porphyra_umbilicalis_UniProtRefProteome.fasta
Gracilariopsis_chorda	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000247409/UP000247409_448386.fasta.gz	echo 'Downloading proteome for Gracilariopsis_chorda.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000247409/UP000247409_448386.fasta.gz' > Gracilariopsis_chorda_UniProtRefProteome.fasta.gz && gunzip Gracilariopsis_chorda_UniProtRefProteome.fasta.gz && echo Done!	Gracilariopsis_chorda_UniProtRefProteome.fasta
Porphyridium_purpureum	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000324585/UP000324585_35688.fasta.gz	echo 'Downloading proteome for Porphyridium_purpureum.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000324585/UP000324585_35688.fasta.gz' > Porphyridium_purpureum_UniProtRefProteome.fasta.gz && gunzip Porphyridium_purpureum_UniProtRefProteome.fasta.gz && echo Done!	Porphyridium_purpureum_UniProtRefProteome.fasta
Phaeodactylum_tricornutum	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000759/UP000000759_556484.fasta.gz	echo 'Downloading proteome for Phaeodactylum_tricornutum.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000759/UP000000759_556484.fasta.gz' > Phaeodactylum_tricornutum_UniProtRefProteome.fasta.gz && gunzip Phaeodactylum_tricornutum_UniProtRefProteome.fasta.gz && echo Done!	Phaeodactylum_tricornutum_UniProtRefProteome.fasta
Thalassiosira_pseudonana	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001449/UP000001449_35128.fasta.gz	echo 'Downloading proteome for Thalassiosira_pseudonana.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001449/UP000001449_35128.fasta.gz' > Thalassiosira_pseudonana_UniProtRefProteome.fasta.gz && gunzip Thalassiosira_pseudonana_UniProtRefProteome.fasta.gz && echo Done!	Thalassiosira_pseudonana_UniProtRefProteome.fasta
Aureococcus_anophagefferens	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002729/UP000002729_44056.fasta.gz	echo 'Downloading proteome for Aureococcus_anophagefferens.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002729/UP000002729_44056.fasta.gz' > Aureococcus_anophagefferens_UniProtRefProteome.fasta.gz && gunzip Aureococcus_anophagefferens_UniProtRefProteome.fasta.gz && echo Done!	Aureococcus_anophagefferens_UniProtRefProteome.fasta
Ectocarpus_siliculosus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002630/UP000002630_2880.fasta.gz	echo 'Downloading proteome for Ectocarpus_siliculosus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002630/UP000002630_2880.fasta.gz' > Ectocarpus_siliculosus_UniProtRefProteome.fasta.gz && gunzip Ectocarpus_siliculosus_UniProtRefProteome.fasta.gz && echo Done!	Ectocarpus_siliculosus_UniProtRefProteome.fasta
Cafeteria_burkhardae	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000323011/UP000323011_33653.fasta.gz	echo 'Downloading proteome for Cafeteria_burkhardae.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000323011/UP000323011_33653.fasta.gz' > Cafeteria_burkhardae_UniProtRefProteome.fasta.gz && gunzip Cafeteria_burkhardae_UniProtRefProteome.fasta.gz && echo Done!	Cafeteria_burkhardae_UniProtRefProteome.fasta
Blastocystis_sp_subtype1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000078348/UP000078348_478820.fasta.gz	echo 'Downloading proteome for Blastocystis_sp_subtype1.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000078348/UP000078348_478820.fasta.gz' > Blastocystis_sp_subtype1_UniProtRefProteome.fasta.gz && gunzip Blastocystis_sp_subtype1_UniProtRefProteome.fasta.gz && echo Done!	Blastocystis_sp_subtype1_UniProtRefProteome.fasta
Hyaloperonospora_arabidopsidis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000011713/UP000011713_559515.fasta.gz	echo 'Downloading proteome for Hyaloperonospora_arabidopsidis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000011713/UP000011713_559515.fasta.gz' > Hyaloperonospora_arabidopsidis_UniProtRefProteome.fasta.gz && gunzip Hyaloperonospora_arabidopsidis_UniProtRefProteome.fasta.gz && echo Done!	Hyaloperonospora_arabidopsidis_UniProtRefProteome.fasta
Phytophthora_infestans	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006643/UP000006643_403677.fasta.gz	echo 'Downloading proteome for Phytophthora_infestans.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006643/UP000006643_403677.fasta.gz' > Phytophthora_infestans_UniProtRefProteome.fasta.gz && gunzip Phytophthora_infestans_UniProtRefProteome.fasta.gz && echo Done!	Phytophthora_infestans_UniProtRefProteome.fasta
Pythium_brassicum	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000323770/UP000323770_1485010.fasta.gz	echo 'Downloading proteome for Pythium_brassicum.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000323770/UP000323770_1485010.fasta.gz' > Pythium_brassicum_UniProtRefProteome.fasta.gz && gunzip Pythium_brassicum_UniProtRefProteome.fasta.gz && echo Done!	Pythium_brassicum_UniProtRefProteome.fasta
Plasmopara_halstedii	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054928/UP000054928_4781.fasta.gz	echo 'Downloading proteome for Plasmopara_halstedii.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054928/UP000054928_4781.fasta.gz' > Plasmopara_halstedii_UniProtRefProteome.fasta.gz && gunzip Plasmopara_halstedii_UniProtRefProteome.fasta.gz && echo Done!	Plasmopara_halstedii_UniProtRefProteome.fasta
Saprolegnia_diclina	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030762/UP000030762_1156394.fasta.gz	echo 'Downloading proteome for Saprolegnia_diclina.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030762/UP000030762_1156394.fasta.gz' > Saprolegnia_diclina_UniProtRefProteome.fasta.gz && gunzip Saprolegnia_diclina_UniProtRefProteome.fasta.gz && echo Done!	Saprolegnia_diclina_UniProtRefProteome.fasta
Hondaea_fermentalgiana	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000241890/UP000241890_2315210.fasta.gz	echo 'Downloading proteome for Hondaea_fermentalgiana.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000241890/UP000241890_2315210.fasta.gz' > Hondaea_fermentalgiana_UniProtRefProteome.fasta.gz && gunzip Hondaea_fermentalgiana_UniProtRefProteome.fasta.gz && echo Done!	Hondaea_fermentalgiana_UniProtRefProteome.fasta
Carpediemonas_membranifera	https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000717585/UP000717585_201153.fasta.gz	echo 'Downloading proteome for Carpediemonas_membranifera.' && curl 'https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000717585/UP000717585_201153.fasta.gz' > Carpediemonas_membranifera_UniProtRefProteome.fasta.gz && gunzip Carpediemonas_membranifera_UniProtRefProteome.fasta.gz && echo Done!	Carpediemonas_membranifera_UniProtRefProteome.fasta
Diacronema_lutheri	https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000751190/UP000751190_2081491.fasta.gz	echo 'Downloading proteome for Diacronema_lutheri.' && curl 'https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000751190/UP000751190_2081491.fasta.gz' > Diacronema_lutheri_UniProtRefProteome.fasta.gz && gunzip Diacronema_lutheri_UniProtRefProteome.fasta.gz && echo Done!	Diacronema_lutheri_UniProtRefProteome.fasta
Nannochloropsis_salina	https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000355283/UP000355283_1027361.fasta.gz	echo 'Downloading proteome for Nannochloropsis_salina.' && curl 'https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000355283/UP000355283_1027361.fasta.gz' > Nannochloropsis_salina_UniProtRefProteome.fasta.gz && gunzip Nannochloropsis_salina_UniProtRefProteome.fasta.gz && echo Done!	Nannochloropsis_salina_UniProtRefProteome.fasta
Chondrus_crispus	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=fasta&query=%28%28taxonomy_id%3A2769%29%29	echo 'Downloading proteome for Chondrus_crispus.' && curl 'https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=fasta&query=%28%28taxonomy_id%3A2769%29%29' > Chondrus_crispus_UniProtKbProteins.fasta.gz && gunzip Chondrus_crispus_UniProtKbProteins.fasta.gz && echo Done!	Chondrus_crispus_UniProtKbProteins.fasta
Klebsormidium_nitens	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=fasta&query=%28%28taxonomy_id%3A105231%29%29	echo 'Downloading proteome for Klebsormidium_nitens.' && curl 'https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=fasta&query=%28%28taxonomy_id%3A105231%29%29' > Klebsormidium_nitens_UniProtKbProteins.fasta.gz && gunzip Klebsormidium_nitens_UniProtKbProteins.fasta.gz && echo Done!	Klebsormidium_nitens_UniProtKbProteins.fasta
