Num	Domain	Name_to_Use	InEukProtV3	InTCS	EukProt_ID	UniProt_Proteome_ID	UP_RefProt	Actions_Needed	Changes_Vs_EukProtV3	Filtering_Applied	NumProts_PreFilt	NumProts_PostFilt	PropProts_Retained	Genus_UniEuk	Epithet_UniEuk	Supergroup_UniEuk	Taxogroup1_UniEuk	Taxogroup2_UniEuk	Actions_Prior_to_Use_EukProt	Data_Source_Type_EukProt	Taxonomy_UniEuk	Data_Source_URL	Original_Filename	New_Data_Citation	TaxSpecific_Busco_Complete	TaxSpecific_Busco_Single	TaxSpecific_Busco_Duplicated	TaxSpecific_Busco_Fragmented	TaxSpecific_Busco_Missing	Euk_Busco_Complete	Euk_Busco_Single	Euk_Busco_Duplicated	Euk_Busco_Fragmented	Euk_Busco_Missing																
87	Eukaryota	Trypanosoma_brucei	TRUE	TRUE	EP00681	UP000008524	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different Strain used in UniProt (927/4 GUTat10.1)	Remove prots < 20 AA;None	8561	8561	1	Trypanosoma	brucei	Euglenozoa	Kinetoplastea	Metakinetoplastina	none	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Trypanosoma;Trypanosoma brucei;strain 927/4 GUTat10.1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008524/UP000008524_185431.fasta.gz	Trypanosoma_brucei_UniProtRefProteome.fasta																											
88	Eukaryota	Perkinsela_sp_CCAP1560-4	TRUE	FALSE	EP00685	UP000036983	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	4883	4883	1	Perkinsela	NA	Euglenozoa	Kinetoplastea	Prokinetoplastina	none	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;Perkinsela;strain Ppemaquidensis-CCAP-1560/4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000036983/UP000036983_1314962.fasta.gz	Perkinsela_sp_CCAP1560-4_UniProtRefProteome.fasta																											
89	Eukaryota	Carpediemonas_membranifera	TRUE	TRUE	EP01146	UP000717585	TRUE	"Download UniProt reference proteome, CD-HIT, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	8117	8117	1	Carpediemonas	membranifera	Fornicata	Fornicata	Fornicata	none	genome	Eukaryota;Metamonada;'BF clade';Fornicata;Carpediemonas;Carpediemonas membranifera;strain BICM	https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000717585/UP000717585_201153.fasta.gz	Carpediemonas_membranifera_UniProtRefProteome.fasta																											
90	Eukaryota	Dysnectes_brevis	TRUE	TRUE	EP00768	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	9689	9688	0.99989679	Dysnectes	brevis	Fornicata	Fornicata	Fornicata	translate mRNA	transcriptome	Eukaryota;Metamonada;'BF clade';Fornicata;'node A clade';Dysnectes;Dysnectes brevis;strain NIES-1843	https://datadryad.org/bitstream/handle/10255/dryad.137131/Assemblies.zip?sequence=1	EP00768_Dysnectes_brevis.fasta																											
91	Eukaryota	Giardia_intestinalis	TRUE	TRUE	EP00701	UP000001548	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	4900	4900	1	Giardia	intestinalis	Fornicata	Fornicata	Fornicata	none	genome	Eukaryota;Metamonada;'BF clade';Fornicata;'node A clade';'DR group';Diplomonadida;Giardiinae;Giardia;Giardia intestinalis;strain ATCC-50803	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001548/UP000001548_184922.fasta.gz	Giardia_intestinalis_UniProtRefProteome.fasta																											
92	Eukaryota	Kipferlia_bialata	TRUE	TRUE	EP00704	UP000265618	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	3390	3235	0.954277286	Kipferlia	bialata	Fornicata	Fornicata	Fornicata	none	genome	Eukaryota;Metamonada;'BF clade';Fornicata;Kipferlia;Kipferlia bialata;strain NY0173	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000265618/UP000265618_797122.fasta.gz	Kipferlia_bialata_UniProtRefProteome.fasta																											
93	Eukaryota	Spironucleus_salmonicida	TRUE	FALSE	EP00702	UP000018208	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	8098	8098	1	Spironucleus	salmonicida	Fornicata	Fornicata	Fornicata	none	genome	Eukaryota;Metamonada;'BF clade';Fornicata;'node A clade';'DR group';Diplomonadida;Hexamitinae;'Storosa clade';Spironucleus salmonicida;strain ATCC-50377	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000018208/UP000018208_348837.fasta.gz	Spironucleus_salmonicida_UniProtRefProteome.fasta																											
94	Eukaryota	Cyanophora_paradoxa	TRUE	TRUE	EP00741	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.95	25831	22694	0.878556773	Cyanophora	paradoxa	Glaucophyta	Glaucophyta	Glaucophyta	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Glaucophyta;Cyanophora;Cyanophora paradoxa;strain CCMP-329	http://cyanophora.rutgers.edu/cyanophora_v2018/Cyanophora-MAY2017-augustus-predictions.fasta	EP00741_Cyanophora_paradoxa.fasta																											
95	Eukaryota	Gloeochaete_wittrockiana	TRUE	TRUE	EP00276	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	25339	25314	0.999013379	Gloeochaete	wittrockiana	Glaucophyta	Glaucophyta	Glaucophyta	CD-HIT	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;Glaucophyta;Gloeochaete;Gloeochaete wittrockiana;strain SAG-46.84	https://doi.org/10.6084/m9.figshare.12410606	EP00276_Gloeochaete_wittrockiana.fasta																											
96	Eukaryota	Diacronema_lutheri	FALSE	FALSE	EP00963	UP000751190	TRUE	"Download UniProt reference proteome, CD-HIT, BUSCO"	UniProt refence proteome; Different strain used in UniProt (NIVA-4/92)	Remove prots < 20 AA;	14328	14327	0.999930207	Diacronema	lutheri	Haptophyta	Pavlovales	Pavlovales	NA	NA	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales;Diacronema;Diacronema lutheri;strain NIVA-4/92	https://ftp.ebi.ac.uk/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000751190/UP000751190_2081491.fasta.gz	Diacronema_lutheri_UniProtRefProteome.fasta																											
97	Eukaryota	Chrysochromulina_tobinii	TRUE	TRUE	EP00323	UP000037460	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	16663	16658	0.999699934	Chrysochromulina	tobinii	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	none	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina tobinii;strain CCMP-291	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000037460/UP000037460_1460289.fasta.gz	Chrysochromulina_tobinii_UniProtRefProteome.fasta																											
98	Eukaryota	Emiliania_huxleyi	TRUE	TRUE	EP00314	UP000013827	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	35676	35676	1	Emiliania	huxleyi	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	none	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae;Calcihaptophycidae;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi;strain CCMP-1516	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000013827/UP000013827_2903.fasta.gz	Emiliania_huxleyi_UniProtRefProteome.fasta																											
99	Eukaryota	Gephyrocapsa_oceanica	TRUE	TRUE	EP00315	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	58954	58790	0.99721817	Gephyrocapsa	oceanica	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	CD-HIT	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae;Calcihaptophycidae;Isochrysidales;Noelaerhabdaceae;Gephyrocapsa;Gephyrocapsa oceanica;strain RCC-1303	https://doi.org/10.6084/m9.figshare.12410606	EP00315_Gephyrocapsa_oceanica.fasta																											
100	Eukaryota	Phaeocystis_rex	TRUE	TRUE	EP00320	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	22557	22416	0.993749169	Phaeocystis	rex	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	none	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystis;Phaeocystis rex;strain CCMP-2000	https://doi.org/10.6084/m9.figshare.12410606	EP00320_Phaeocystis_rex.fasta																											
101	Eukaryota	Prymnesium_parvum	TRUE	TRUE	EP00327	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	51549	51447	0.9980213	Prymnesium	parvum	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	CD-HIT	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium parvum;strain Texoma1	https://doi.org/10.6084/m9.figshare.12410606	EP00327_Prymnesium_parvum.fasta																											
102	Eukaryota	Hemimastix_kukwesjijk	TRUE	TRUE	EP00696	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	20372	8345	0.409630866	Hemimastix	kukwesjijk	Hemimastigophora	Hemimastigophora	Hemimastigophora	translate mRNA	single-cell transcriptome	Eukaryota;Diaphoretickes;Hemimastigophora;Spironemidae;Hemimastix;Hemimastix kukwesjijk;strain BW2H	https://doi.org/10.5061/dryad.n5g39d7/4	EP00696_Hemimastix_kukwesjijk.fasta																											
103	Eukaryota	Spironema_sp_BW2	TRUE	TRUE	EP00697	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	18118	11700	0.645766641	Spironema	NA	Hemimastigophora	Hemimastigophora	Hemimastigophora	translate mRNA	single-cell transcriptome	Eukaryota;Diaphoretickes;Hemimastigophora;Spironemidae;Spironema;strain BW2	https://doi.org/10.5061/dryad.n5g39d7/4	EP00697_Spironema_sp_BW2.fasta																											
104	Eukaryota	Naegleria_gruberi	TRUE	TRUE	EP00686	UP000006671	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different strain used in UniProt (NEG-M)	Remove prots < 20 AA;None	15634	15634	1	Naegleria	gruberi	Heterolobosea	Heterolobosea	Heterolobosea	none	genome	Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';'NW lineage';Naegleria;Naegleria gruberi;strain NEG-M	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006671/UP000006671_5762.fasta.gz	Naegleria_gruberi_UniProtRefProteome.fasta																											
105	Eukaryota	Neovahlkampfia_damariscottae	TRUE	TRUE	EP01080	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.95	14070	13722	0.975266525	Neovahlkampfia	damariscottae	Heterolobosea	Heterolobosea	Heterolobosea	predict genes	genome	Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae;Neovahlkampfia;Neovahlkampfia damariscottae;strain CCAP-1588/7	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/618/085/GCA_016618085.1_ASM1661808v1/GCA_016618085.1_ASM1661808v1_genomic.fna.gz	EP01080_Neovahlkampfia_damariscottae.fasta																											
106	Eukaryota	Percolomonas_sp_WS	TRUE	TRUE	EP00818	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	11104	8253	0.743245677	Percolomonas	NA	Heterolobosea	Heterolobosea	Heterolobosea	none	transcriptome	Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'PS lineage';Percolomonadidae;Percolomonas;strain WS	https://doi.org/10.6084/m9.figshare.12410606	EP00818_Percolomonas_sp_WS.fasta																											
107	Eukaryota	Pharyngomonas_kirbyi	TRUE	TRUE	EP00761	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	15010	14756	0.983077948	Pharyngomonas	kirbyi	Heterolobosea	Heterolobosea	Heterolobosea	translate mRNA	transcriptome	Eukaryota;Discoba;Heterolobosea;Pharyngomonas;Pharyngomonas kirbyi;strain AS12B	https://sra-download.ncbi.nlm.nih.gov/traces/wgs03/wgs_aux/GE/CH/GECH01/GECH01.1.fsa_nt.gz	EP00761_Pharyngomonas_kirbyi.fasta																											
108	Eukaryota	Andalucia_godoyi	TRUE	TRUE	EP00762	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.95	8891	8539	0.960409403	Andalucia	godoyi	Jakobida	Jakobida	Andalucina	none	genome	Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;Andalucia;Andalucia godoyi;strain AND28	https://megasun.bch.umontreal.ca/Andalucia_godoyi/Andalucia_godoyi_proteome.faa	EP00762_Andalucia_godoyi.fasta																											
109	Eukaryota	Stygiella_incarcerata	TRUE	TRUE	EP01028	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	14673	8249	0.562189055	Stygiella	incarcerata	Jakobida	Jakobida	Andalucina	"assemble mRNA,translate mRNA"	transcriptome	Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain MB1	https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR2566811	EP01028_Stygiella_incarcerata.fasta																											
110	Eukaryota	Gefionella_okellyi	TRUE	TRUE	EP00698	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	26350	15864	0.602049336	Gefionella	okellyi	Malawimonadida	Malawimonadida	Malawimonadidae	"assemble mRNA,translate mRNA"	transcriptome	Eukaryota;Malawimonadida;Malawimonadidae;Gefionella;Gefionella okellyi;strain 249	https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR5996795	EP00698_Gefionella_okellyi.fasta																											
111	Eukaryota	Mantamonas_plastica	TRUE	TRUE	EP00003	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	33889	22555	0.665555195	Mantamonas	plastica	Mantamonas	Mantamonas	Mantamonas	"assemble mRNA,translate mRNA"	transcriptome	Eukaryota;'CRuMs';Mantamonas;Mantamonas plastica;strain CCAP-1946/1	https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR5997433	EP00003_Mantamonas_plastica.fasta																											
112	Eukaryota	Acanthoeca_spectabilis	TRUE	FALSE	EP00035	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	40467	24606	0.608051005	Acanthoeca	spectabilis	Opisthokonta	Choanoflagellata	Acanthoecida	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae;Acanthoeca;Acanthoeca spectabilis;strain ATCC-PRA-387	https://dx.doi.org/10.6084/m9.figshare.5686984.v2	EP00035_Acanthoeca_spectabilis.fasta																											
113	Eukaryota	Diaphanoeca_grandis	TRUE	TRUE	EP00040	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	44901	34710	0.773034008	Diaphanoeca	grandis	Opisthokonta	Choanoflagellata	Acanthoecida	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Dgrandis clade';Diaphanoeca;Diaphanoeca grandis;strain ATCC-50111	https://dx.doi.org/10.6084/m9.figshare.5686984.v2	EP00040_Diaphanoeca_grandis.fasta																											
114	Eukaryota	Codosiga_hollandica	TRUE	TRUE	EP00042	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	61053	31999	0.524118389	Codosiga	hollandica	Opisthokonta	Choanoflagellata	Craspedida	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Codosiga lineage';Codosiga;Codosiga hollandica;strain ATCC-PRA-388	https://dx.doi.org/10.6084/m9.figshare.5686984.v2	EP00042_Codosiga_hollandica.fasta																											
115	Eukaryota	Hartaetosiga_balthica	TRUE	FALSE	EP00055	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	18816	13118	0.697172619	Hartaetosiga	balthica	Opisthokonta	Choanoflagellata	Craspedida	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;Hartaetosiga;Hartaetosiga balthica;strain ATCC-50964	https://dx.doi.org/10.6084/m9.figshare.5686984.v2	EP00055_Hartaetosiga_balthica.fasta																											
116	Eukaryota	Monosiga_brevicollis	TRUE	TRUE	EP00046	UP000001357	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	9188	9188	1	Monosiga	brevicollis	Opisthokonta	Choanoflagellata	Craspedida	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Monosiga lineage';Monosiga;Monosiga brevicollis;strain MX1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001357/UP000001357_81824.fasta.gz	Monosiga_brevicollis_UniProtRefProteome.fasta																											
117	Eukaryota	Salpingoeca_dolichothecata	TRUE	TRUE	EP00054	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	39355	27737	0.704789734	Salpingoeca	dolichothecata	Opisthokonta	Choanoflagellata	Craspedida	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Stuba lineage';Salpingoeca dolichothecata;strain ATCC-50959	https://dx.doi.org/10.6084/m9.figshare.5686984.v2	EP00054_Salpingoeca_dolichothecata.fasta																											
118	Eukaryota	Salpingoeca_kvevrii	TRUE	TRUE	EP00050	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	23252	14605	0.628118011	Salpingoeca	kvevrii	Opisthokonta	Choanoflagellata	Craspedida	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Skvevrii lineage';Salpingoeca kvevrii;strain ATCC-50929	https://dx.doi.org/10.6084/m9.figshare.5686984.v2	EP00050_Salpingoeca_kvevrii.fasta																											
119	Eukaryota	Salpingoeca_rosetta	TRUE	TRUE	EP00044	UP000007799	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	11614	11614	1	Salpingoeca	rosetta	Opisthokonta	Choanoflagellata	Craspedida	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Microstomoeca lineage';'Srosetta clade';Salpingoeca rosetta;strain ATCC-50818	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007799/UP000007799_946362.fasta.gz	Salpingoeca_rosetta_UniProtRefProteome.fasta																											
120	Eukaryota	Capsaspora_owczarzaki	TRUE	TRUE	EP00120	UP000008743	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	8738	8738	1	Capsaspora	owczarzaki	Opisthokonta	Filasterea	Capsaspora	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Filasterea;Capsaspora;Capsaspora owczarzaki;strain ATCC-30864	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008743/UP000008743_595528.fasta.gz	Capsaspora_owczarzaki_UniProtRefProteome.fasta																											
121	Eukaryota	Paraphelidium_tribonemae	TRUE	TRUE	EP00158	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	10439	4751	0.455120222	Paraphelidium	tribonemae	Opisthokonta	Fungi	Aphelidea	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Aphelidea;Paraphelidium;Paraphelidium tribonemae;strain X-108	https://doi.org/10.6084/m9.figshare.7339469.v1	EP00158_Paraphelidium_tribonemae.fasta																											
122	Eukaryota	Aspergillus_fumigatus	FALSE	FALSE	NA	UP000002530	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;	9647	9647	1	Aspergillus	fumigatus	Opisthokonta	Fungi	Ascomycota	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Ascomycota;'saccharomyceta';Pezizomycotina;'leotiomyceta';Eurotiomycetes;Aspergillus;Aspergillus fumigatus;strain Af293	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002530/UP000002530_330879.fasta.gz	Aspergillus_fumigatus_UniProtRefProteome.fasta																											
123	Eukaryota	Aspergillus_nidulans	TRUE	TRUE	EP00135	UP000000560	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	10561	10526	0.99668592	Aspergillus	nidulans	Opisthokonta	Fungi	Ascomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Ascomycota;'saccharomyceta';Pezizomycotina;'leotiomyceta';Eurotiomycetes;Aspergillus;Aspergillus nidulans;strain FGSC-A4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000560/UP000000560_227321.fasta.gz	Aspergillus_nidulans_UniProtRefProteome.fasta																											
124	Eukaryota	Neurospora_crassa	TRUE	TRUE	EP00134	UP000001805	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different strain used in UniProt (ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Remove prots < 20 AA;None	9759	9759	1	Neurospora	crassa	Opisthokonta	Fungi	Ascomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Ascomycota;'saccharomyceta';Pezizomycotina;'leotiomyceta';'sordariomyceta';Sordariomycetes;Neurospora;Neurospora crassa;strain ATCC-24698	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001805/UP000001805_367110.fasta.gz	Neurospora_crassa_UniProtRefProteome.fasta																											
125	Eukaryota	Saccharomyces_cerevisiae	TRUE	TRUE	EP00144	UP000002311	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	6060	6059	0.999834983	Saccharomyces	cerevisiae	Opisthokonta	Fungi	Ascomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Ascomycota;'saccharomyceta';Saccharomycotina;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae;strain S288C	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002311/UP000002311_559292.fasta.gz	Saccharomyces_cerevisiae_UniProtRefProteome.fasta																											
126	Eukaryota	Schizosaccharomyces_pombe	TRUE	TRUE	EP00145	UP000002485	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different strain used in UniProt (ATCC 24843)	Remove prots < 20 AA;None	5122	5122	1	Schizosaccharomyces	pombe	Opisthokonta	Fungi	Ascomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomyces;Schizosaccharomyces pombe;strain ATCC-24843	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002485/UP000002485_284812.fasta.gz	Schizosaccharomyces_pombe_UniProtRefProteome.fasta																											
127	Eukaryota	Yarrowia_lipolytica	TRUE	TRUE	EP00141	UP000001300	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	6449	6447	0.999689874	Yarrowia	lipolytica	Opisthokonta	Fungi	Ascomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Ascomycota;'saccharomyceta';Saccharomycotina;Dipodascaceae;Yarrowia;Yarrowia lipolytica;strain CLIB122	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001300/UP000001300_284591.fasta.gz	Yarrowia_lipolytica_UniProtRefProteome.fasta																											
128	Eukaryota	Cryptococcus_neoformans	TRUE	TRUE	EP00149	UP000002149	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different strain used in UniProt (JEC21 / ATCC MYA-565)	Remove prots < 20 AA;	6604	6604	1	Cryptococcus	neoformans	Opisthokonta	Fungi	Basidiomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus neoformans;strain JEC21	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002149/UP000002149_214684.fasta.gz	Cryptococcus_neoformans_UniProtRefProteome.fasta																											
129	Eukaryota	Psilocybe_cubensis	FALSE	FALSE	NA	UP000664032	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;None	12870	12870	1	Psilocybe	cubensis	Opisthokonta	Fungi	Basidiomycota	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agricales;Strophariaceae;Psilocybe;Psilocybe cubensis;strain MGC-MH-2018	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000664032/UP000664032_181762.fasta.gz	Psilocybe_cubensis_UniProtRefProteome.fasta																											
130	Eukaryota	Panaeolus_cyanescens	FALSE	FALSE	NA	UP000284842	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;None	13419	13418	0.999925479	Panaeolus	cyanescens	Opisthokonta	Fungi	Basidiomycota	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agricales;Bolbitiaceae;Panaeolus;Panaeolus cyanescens;strain 2629	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000284842/UP000284842_181874.fasta.gz	Panaeolus_cyanescens_UniProtRefProteome.fasta																											
